0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
110585,111400,112072,112653,113424,113925,115841,119724,121240,192604,204314,214010,778583,867827,1147475,1152914,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110580,111400,112645,115546,117517,119981,127273,128463,193288,195601,255722,263836,409222,472870,591322,836292,921447,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110606,111321,111984,112664,113432,116988,120813,175396,181394,210244,531783,587502,707545,947193,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110571,111403,112072,112661,113424,119074,123545,179366,209456,485669,645097,648891,951981,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110570,111403,111982,112655,113435,117903,128008,232991,475038,622202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110582,111394,112061,112641,113412,115024,118308,127400,153136,188393,194363,845479,910159,1206966,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110603,111397,112069,112654,113432,114975,118870,121842,122564,425607,527683,581877,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110601,111408,112069,112654,113421,118477,125547,167069,474605,553428,783479,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110613,111404,111980,112660,113436,114707,115950,116774,117362,117906,124777,212935,440508,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110607,111391,112055,112641,113412,115163,115846,117972,125743,136596,150857,169209,220473,226329,1074391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110602,111578,112648,113419,116342,117003,117870,128327,143716,183061,188037,200040,346861,406277,766507,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110611,111398,111976,112657,113431,115525,118207,119479,135519,137051,173684,175402,210387,216776,321757,888400,1094127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110594,111396,112053,112644,113420,114002,114667,117242,117924,118427,119231,119807,124037,141547,178203,179424,185060,192456,198999,221418,400597,521437,560773,590734,1001383,1044524,-1,-1,-1
110575,111386,112062,112651,113425,116813,117410,197893,204529,827493,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110636,111396,111977,112661,113436,114015,115158,115856,121090,122228,161952,204734,211921,216297,511035,585650,587024,931593,961722,962797,1163330,-1,-1,-1,-1,-1,-1,-1,-1
110568,111401,112677,115227,120133,121667,123055,172017,516367,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110614,111389,112050,112641,113408,114675,118515,120202,120733,128258,137278,148324,555784,1218708,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110664,111396,111982,112663,113433,116105,120840,124075,125380,141566,162617,192361,360070,591340,1030780,1229922,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110660,111398,111977,112664,113432,117777,118365,120917,122632,156055,172835,186744,190080,200713,237787,245088,805655,836231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110639,111560,112815,115867,120170,125218,174985,351098,992661,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110598,111379,112065,112657,113422,115629,122345,130093,136590,178770,186187,402338,443511,658562,698693,829172,1043279,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110632,111347,112053,112639,113904,115351,117243,117819,183042,193928,198120,215895,230396,542973,657002,803837,1003900,1033698,1230880,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110640,111399,111969,112649,113236,113922,115969,123370,204665,205721,215514,429258,648808,672053,722044,965988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110632,111481,112066,112644,113226,113911,114428,115172,115848,118390,120991,182260,188921,1047409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110525,111404,111978,112660,113429,113930,115353,123490,216498,223833,234323,246291,469281,517476,706849,973707,1109789,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110638,111345,111967,112654,113428,114003,115698,122493,177831,180358,191983,229301,464892,541364,1045855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110640,111401,111985,112667,113244,113929,115027,122914,131129,156432,181977,187448,205982,723685,764807,944326,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110653,111371,111897,112670,113449,115126,160794,794436,877756,882376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110649,111394,112659,115275,115838,117886,128412,165239,177146,189454,203052,283335,745019,1059217,1228723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110643,111401,112071,112656,114994,136068,194416,208915,223387,606419,733736,784583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110638,111421,112003,112678,113263,113938,115011,115803,125763,129017,131715,133893,134427,197388,209002,223011,559825,624727,660985,1214945,-1,-1,-1,-1,-1,-1,-1,-1,-1
110582,111406,112066,112651,113434,115071,196628,233353,747817,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110597,111408,112081,112661,113439,114018,114610,115325,115851,121244,137403,186827,211465,433298,849760,887219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110598,111392,112057,112638,115776,116322,124467,133874,137412,147609,178710,182644,390999,800479,991755,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110603,111398,112082,112661,113439,115875,116537,124920,135220,164487,185011,196596,205621,207218,219860,225689,343048,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110596,111396,112078,112663,113431,116197,168916,175176,198222,222063,234948,236818,729058,775774,827598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110643,111368,111990,112670,113438,113938,116232,123506,127089,137361,188209,192560,336562,366452,747233,776102,802053,1050754,1149138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110598,111394,112072,112651,113437,115674,116335,139469,224585,231398,234676,240221,246577,518224,973211,1244807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110640,111414,112077,112665,113433,115684,116326,133533,209851,210530,615775,654648,1037041,1175511,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110594,111346,112037,112633,116997,117866,124304,125962,141202,206639,222031,396693,770427,959223,1224948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110606,111401,112081,112654,116443,117094,122484,133456,140444,202555,221430,225302,230205,235802,240037,334447,491145,546204,801938,1073078,-1,-1,-1,-1,-1,-1,-1,-1,-1
110569,111390,112065,112653,113421,115962,117428,126266,137471,144075,184681,193804,206697,432132,596433,778051,873592,887239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110601,111427,112087,112671,113445,115763,119913,135319,161808,350233,404620,465251,638908,722815,923663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110592,111406,112071,112659,113435,115683,119454,126771,136320,137610,756889,762132,797027,902397,933068,1131983,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110587,111414,112081,112670,113435,113936,116667,118521,125815,126874,161914,370153,667081,892408,995760,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110583,111350,112661,117160,126159,129868,130659,141120,151408,166333,184509,191659,194613,211998,216132,484808,537054,1144182,1213548,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110593,111400,112075,112656,118539,122512,132734,163716,179687,331229,797034,858475,1036880,1056441,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110634,111411,112081,112668,114168,120360,121428,164865,165815,170255,886318,1102990,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110575,111397,112062,112649,113425,114009,115746,133766,162865,187564,554921,879599,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110582,111346,112060,112651,113427,114028,114556,116698,150407,219174,598964,1082341,1148493,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110574,111411,112065,112655,116354,116915,121818,126407,148687,173881,183339,190011,222213,462111,475825,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110594,111362,112076,112657,113807,115659,122987,129916,141484,169150,175955,197118,368854,638512,1029715,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110585,111393,112073,112658,113431,116088,118683,124675,144691,233390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110565,111406,112664,113436,117200,121825,140064,143964,203276,223256,237587,288918,370025,742208,779889,974754,1103985,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110604,111414,112077,112656,116633,126023,128515,135341,142059,195572,214741,424318,455737,647134,755228,854792,944621,984781,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110599,111386,111995,112661,113445,114721,115357,115905,116580,121472,126244,133174,147786,156713,169738,179280,195767,228163,903898,1236180,-1,-1,-1,-1,-1,-1,-1,-1,-1
110579,111380,112059,112664,113439,114785,117031,118406,119783,172484,177304,208408,664369,851311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110605,111404,112071,112660,113439,116066,144214,146957,160909,199294,205316,223965,412078,449216,502977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110570,111362,112067,112651,113425,115291,119566,123256,173212,370309,1083878,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110591,111369,112060,112649,115213,116710,119075,121951,131057,174459,181203,190408,201323,397899,406333,684295,1205499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110604,111417,112068,112661,115836,117816,118417,122350,147882,194788,200924,219265,240926,246680,806856,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110582,111409,112065,112655,113425,114747,122120,128412,142057,144857,150619,188490,199172,590755,676809,1204141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
70117,110579,111347,111940,112721,113990,115239,122610,123753,128540,131011,137743,173103,588647,888034,919175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110582,111421,111970,112656,117039,118790,119861,122967,126099,132298,134163,138143,170247,187202,214551,400363,733527,753838,787431,821268,1102501,-1,-1,-1,-1,-1,-1,-1,-1
110587,111362,111887,112668,113445,115469,119836,121501,124582,127404,128774,133873,141551,180380,188536,199685,225351,343391,395696,446923,-1,-1,-1,-1,-1,-1,-1,-1,-1
110560,111416,112066,112660,113440,115869,138045,140459,143140,176587,218736,731495,1090437,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110552,111370,112056,112636,113514,116015,116657,120446,122833,128821,136826,138623,150815,165417,192324,199311,208524,220147,224191,401000,476409,495769,1009689,1092905,-1,-1,-1,-1,-1
110579,111374,112070,112659,113432,114608,116481,117132,118135,143433,151690,156664,159145,165159,168101,179975,182430,199051,204653,215596,287450,512237,753271,781889,-1,-1,-1,-1,-1
110562,111404,111988,112665,113443,114017,115235,128715,138633,143379,144797,148561,322108,825640,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110570,111394,112065,112648,113233,113913,115874,119464,120829,127300,142259,161507,181001,216409,475300,609319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110554,111373,112069,112649,113425,114008,115432,115953,117126,118526,123438,124134,139961,145185,151212,157254,178344,182632,185455,192886,218361,239576,285675,383391,445583,719807,921408,928174,951812
110587,111387,112074,112654,113418,115002,118209,119749,127348,128590,131836,135777,139359,140944,164412,204351,231951,607751,823956,1038387,1048787,-1,-1,-1,-1,-1,-1,-1,-1
110577,111344,112657,113353,119148,668286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110620,111411,111978,112668,113433,114014,114704,120821,125691,129099,334848,742061,892706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110596,111396,112069,112653,115740,116360,124289,469533,773061,956837,1207728,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110591,111392,112065,112656,126789,134973,205037,220126,665149,836057,1051643,1069152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110600,111358,112065,112655,122094,127102,129682,131515,140793,961681,1189051,1196316,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110595,111347,112069,112660,113439,118614,126464,135108,265574,433511,688028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110594,111342,112064,112649,113425,125912,126584,187806,193880,213416,241644,242275,852988,1067650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110586,111397,112069,112651,113419,113924,114690,122818,127873,492403,554963,762250,869748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110592,111425,112076,112657,113442,114694,120722,326307,388317,553961,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110588,111417,112068,112649,113419,116647,117546,121217,123405,128935,168551,372081,387377,392240,431936,478916,704938,780256,785328,1022166,-1,-1,-1,-1,-1,-1,-1,-1,-1
110601,111403,112056,112648,113417,122574,127060,133586,134267,187851,194931,224102,229225,236238,323030,440404,441073,815996,903162,977207,1139296,-1,-1,-1,-1,-1,-1,-1,-1
110603,111395,112658,119090,122857,123897,130171,131954,156666,164644,180805,428256,582684,624855,801704,944481,947788,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110629,111413,112082,112670,113253,113932,117590,119437,158357,163856,165092,177905,219968,327388,352796,475470,507367,724592,743241,894590,-1,-1,-1,-1,-1,-1,-1,-1,-1
110605,111385,112075,112664,118829,120498,123312,123989,212568,482642,572910,659924,1097283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110656,111398,112073,112657,113431,121519,123300,126872,176397,182420,191190,553361,789541,869558,1131956,1180017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110575,111357,112021,112700,113280,113964,114548,119616,126098,134771,136736,156428,197945,528599,769769,1027486,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110645,111397,112062,112649,113227,117126,123832,137463,170624,183988,185940,203018,889969,1162091,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110643,111427,111986,112658,113245,113928,115853,123729,176405,199107,294754,603646,643952,747006,837680,1222009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110609,111383,112065,112650,113418,114760,115549,120246,121254,125846,167499,175876,178074,185581,196793,468878,502421,504547,1028042,1076376,-1,-1,-1,-1,-1,-1,-1,-1,-1
110689,111404,112070,112658,113429,116158,134826,163196,195380,302990,574459,652642,745213,784582,844739,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110604,111355,112059,112652,114407,115056,132219,193514,252783,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110640,111381,111966,112642,113227,114390,115848,326347,759137,920995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110600,111413,112680,115013,120756,121924,129276,132277,181075,188209,310022,446198,994150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110625,111398,112066,112653,113226,114098,115757,116799,120118,122932,195407,207646,430140,724117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110598,111397,112674,115691,116198,120147,126197,183126,202014,209089,350918,427876,466289,654187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110655,111308,111881,112652,113240,113928,116271,117029,120364,135641,169045,178603,185604,195252,371330,415625,492157,898333,995521,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110580,111376,112049,112627,113204,114562,115459,181504,679891,896017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110648,111299,111962,112638,113216,113905,114669,115588,123377,125805,129790,183067,193518,203157,531969,892627,952307,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110607,111382,111954,112642,113219,113796,114871,116706,120304,168846,180569,190593,211227,221608,226731,305132,557721,842431,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110622,111392,111956,112637,113220,113902,116845,120121,124437,125012,129782,142291,152725,157864,167082,512893,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110658,111414,111982,112659,113251,113932,115595,119437,123825,129083,214642,270006,970743,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110624,111308,112664,116212,118361,121735,141239,150164,200597,233508,383066,682492,713738,752441,790529,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110617,111400,112065,112651,113228,113817,115765,117798,127620,288042,420596,517896,735530,992653,1032912,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110645,111366,111937,112626,113197,115682,120251,130896,183995,197283,227562,639568,684572,781657,834261,963387,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110610,111381,111951,112641,116284,117704,119249,123088,124604,152426,154300,169298,179115,194051,206131,288523,371677,409678,473454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110607,111401,111979,112662,113236,113829,114604,116562,117752,122753,136285,163925,489026,546172,852490,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110609,111330,112065,112646,113219,113908,115051,116664,124536,184022,212591,219013,248702,609105,828141,952639,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110601,111392,111968,112650,113224,114319,117176,128332,129309,139848,192979,274703,391379,750290,811995,945043,1151167,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110609,111403,111970,112648,113232,116075,117141,118231,126731,152415,174784,175589,197133,201213,206039,223431,312020,354544,436111,492352,906031,1071516,-1,-1,-1,-1,-1,-1,-1
110601,111417,112054,112651,114747,118886,119830,175691,180477,186272,204844,212455,600264,1021361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110609,111386,112057,112648,113219,113808,114748,118303,118960,206573,222273,397476,601756,952811,1055133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110597,111364,112067,112651,113234,113807,114516,116579,136958,177279,197065,245285,653820,815575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110618,111394,111970,112650,113240,113920,114589,115656,119249,123341,839065,897156,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110620,111338,111961,112648,115204,117660,134432,169378,170733,181379,205606,405685,447141,514437,557459,593921,654027,691112,1036203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110599,111405,111979,112657,113232,113930,115196,117575,124216,164965,189606,519272,711713,1096223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110597,111398,111951,112645,114076,116830,136767,175444,233245,670681,1051672,1069906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110602,111397,111969,112651,113235,113994,115373,123029,126800,127906,164211,180397,214374,215317,224505,257066,607845,694773,901939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110584,111404,112074,112655,113249,113922,114451,115194,118627,120622,365753,736523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110588,111391,111965,112650,113226,113910,114489,115068,117814,127644,129957,177421,185976,187517,529752,534955,862932,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110603,111385,112659,114006,116780,121299,126818,139127,167018,173439,180114,185323,192060,199153,210113,239072,415002,561811,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110570,111561,112064,112634,113219,114097,114675,117959,119444,123514,137978,150677,156406,163907,457425,661005,925905,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110601,111407,111956,112647,114089,116028,118728,119261,124123,125723,127602,129862,145491,181904,190087,199365,385947,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110574,111404,111975,112658,113231,113760,115699,125056,127958,131854,133516,160435,181760,194867,196079,339318,465634,765277,1003290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110599,111404,111978,112664,113241,113923,114602,117768,118359,120850,143100,155843,170555,177417,215322,224258,420255,548108,850361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6614,110582,111395,112048,112634,114410,118605,119216,121895,132338,144479,165195,174369,958160,1043729,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110570,111479,112057,112644,113225,113906,115026,115941,120927,147748,176879,200950,242515,299376,483370,989380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110578,111382,112049,112638,113216,114216,115217,119267,131547,158006,302580,713189,1051491,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110592,111369,112065,112648,113240,114740,119432,166292,182961,191793,209968,227903,234172,238061,307557,772644,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110570,111391,112057,112647,113223,113900,115305,115839,118821,136079,170255,173915,183307,189586,209147,412047,621315,692160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110600,111402,112070,112653,113236,113911,115359,121108,125730,130730,178466,180086,192829,209849,219258,263902,461627,621893,955888,1087407,-1,-1,-1,-1,-1,-1,-1,-1,-1
110559,111397,111973,112654,113828,114346,116258,116808,118581,120260,144622,566578,661132,870607,1093483,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
